Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type,Engagement Rate
3/8/2023 16:51,CSGO,TWITTER,Community Engagement ,2791,77,Photo,
3/8/2023 16:14,DOTA2,TWITTER,Evil Exhibited ,1572,37,Photo,
3/8/2023 15:56,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/8/2023 15:56,General ,INSTAGRAM,Community Engagement ,9926,0,Photo,0
3/8/2023 15:02,General ,INSTAGRAM,Evergreen ,28146,981,Video,3.48539757
3/8/2023 15:02,General ,TIKTOK_BUSINESS,Evergreen ,1712,107,Video,6.25
3/8/2023 12:30,Content Creators,YOUTUBE,Community Engagement ,54,7,Video,
3/8/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,28,1,Video,
3/8/2023 12:17,General ,YOUTUBE,N/A ,1762,39,Video,2.213393871
3/8/2023 11:43,Content Creators,YOUTUBE,N/A ,929,45,Video,
3/8/2023 11:41,General ,INSTAGRAM,Evil Exhibited ,7048,153,Photo,2.170828604
3/8/2023 11:41,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
3/8/2023 11:40,General ,TWITTER,Evil Exhibited ,22840,396,Photo,1.73380035
3/8/2023 10:00,General,LINKEDIN_COMPANY,Community Engagement ,1161,32,Photo,2.756244617
3/8/2023 10:00,General ,TWITTER,Evil Exhibited ,85655,3810,Photo,4.448076586
3/8/2023 6:05,General ,INSTAGRAM,Evil Exhibited ,6700,82,Video,1.223880597
3/8/2023 6:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,196070,9680,Video,4.937012292
3/7/2023 21:00,General ,YOUTUBE,Evergreen ,341,6,Video,1.759530792
3/7/2023 14:53,General ,TWITTER,Community Engagement ,1451,63,Text,4.341833218
3/7/2023 14:15,Content Creators,YOUTUBE,N/A ,0,0,Text,
3/7/2023 12:39,General ,TWITTER,Evil Exhibited ,2388,225,Photo,9.422110553
3/7/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,53,5,Video,
3/7/2023 11:39,General,LINKEDIN_COMPANY,Community Engagement ,1703,40,Link,2.348796242
3/7/2023 11:30,General ,TWITTER,Community Engagement ,18945,496,Photo,2.618105041
3/7/2023 11:16,DOTA2,TWITTER,N/A ,2141,58,Text,
3/7/2023 11:00,General ,INSTAGRAM,Evergreen ,13619,204,Video,1.497907335
3/7/2023 11:00,General ,TIKTOK_BUSINESS,Evergreen ,1365,53,Video,3.882783883
3/7/2023 9:50,Content Creators,YOUTUBE,N/A ,0,0,Text,
3/7/2023 9:37,Content Creators,YOUTUBE,N/A ,807,36,Video,
3/7/2023 9:30,Content Creators,YOUTUBE,N/A ,1643,53,Video,
3/7/2023 9:30,Content Creators,YOUTUBE,N/A ,0,0,Video,
3/7/2023 9:12,General ,INSTAGRAM,Evergreen ,23484,577,Video,2.456991995
3/7/2023 9:00,General ,TIKTOK_BUSINESS,Evergreen ,288,6,Video,2.083333333
3/7/2023 6:06,General ,INSTAGRAM,Evil Exhibited ,8826,91,Video,1.031044641
3/7/2023 6:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,3064,86,Video,2.806788512
3/6/2023 16:32,General ,TWITTER,Community Engagement ,17157,178,Photo,1.037477414
3/6/2023 16:08,General ,YOUTUBE,N/A ,4338,72,Video,1.659751037
3/6/2023 16:08,General ,YOUTUBE,N/A ,1562,44,Video,2.816901408
3/6/2023 15:24,General ,TWITTER,Evil Exhibited ,1503,22,Text,1.463739188
3/6/2023 15:15,DOTA2,TWITTER,N/A ,4062,172,Link,
3/6/2023 15:14,DOTA2,TWITTER,N/A ,8332,73,Text,
3/6/2023 14:54,General ,TWITTER,Community Engagement ,13635,82,Photo,0.601393473
3/6/2023 14:30,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/6/2023 14:00,General ,INSTAGRAM,Evil Exhibited ,15742,296,Video,1.880320163
3/6/2023 13:57,General ,TIKTOK_BUSINESS,Evil Exhibited ,1377,99,Video,7.189542484
3/6/2023 12:30,Content Creators,YOUTUBE,Community Engagement ,29,11,Video,
3/6/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,43,4,Video,
3/6/2023 12:12,DOTA2,TWITTER,N/A ,64,1,Text,
3/6/2023 10:18,General ,TWITTER,Community Engagement ,298,13,Text,4.362416107
3/6/2023 9:23,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/6/2023 8:43,DOTA2,TWITTER,N/A ,5163,180,Text,
3/6/2023 6:06,General ,INSTAGRAM,Evil Exhibited ,7670,100,Video,1.303780965
3/6/2023 6:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,2789,130,Video,4.661168878
3/5/2023 16:49,General ,TWITTER,Community Engagement ,18989,644,Video,3.391437148
3/5/2023 16:47,General ,TWITTER,Community Engagement ,16300,87,Photo,0.533742331
3/5/2023 16:42,DOTA2,TWITTER,Community Engagement ,6235,310,Text,
3/5/2023 16:42,General ,FBPAGE,Community Engagement ,54894,11330,Text,20.63977848
3/5/2023 15:53,General ,TWITTER,Community Engagement ,1161,29,Video,2.497846684
3/5/2023 15:17,General ,TWITTER,Community Engagement ,24241,398,Photo,1.641846458
3/5/2023 15:11,General ,TWITTER,Community Engagement ,13752,64,Photo,0.465386853
3/5/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,488,21,Video,
3/5/2023 11:33,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/5/2023 6:00,General ,INSTAGRAM,Evil Exhibited ,9387,114,Video,1.21444551
3/5/2023 6:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,466,12,Video,2.575107296
3/4/2023 18:18,General ,TWITTER,Community Engagement ,1148,4,Text,0.348432056
3/4/2023 18:17,General ,TWITTER,Community Engagement ,21106,452,Photo,2.141571117
3/4/2023 17:54,General ,TWITTER,Community Engagement ,19577,750,Video,3.831026204
3/4/2023 16:50,General ,TWITTER,Community Engagement ,15999,280,Photo,1.750109382
3/4/2023 15:47,DOTA2,TWITTER,N/A ,1129,14,Text,
3/4/2023 14:34,DOTA2,TWITTER,N/A ,1596,174,Video,
3/4/2023 13:58,DOTA2,TWITTER,N/A ,2128,259,Video,
3/4/2023 12:30,Content Creators,YOUTUBE,Community Engagement ,37,9,Video,
3/4/2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,76,7,Video,
3/4/2023 11:27,General ,TWITTER,Evil Exhibited ,7019,101,Video,1.438951418
3/4/2023 10:21,DOTA2,TWITTER,N/A ,1884,147,Video,
3/4/2023 10:01,DOTA2,TWITTER,N/A ,83,6,Text,
3/4/2023 10:00,General ,TWITTER,Evil Exhibited ,107804,2444,Photo,2.267077288
3/4/2023 9:46,DOTA2,TWITTER,N/A ,0,0,Video,
3/4/2023 8:25,DOTA2,TWITTER,N/A ,1430,125,Video,
3/4/2023 6:44,DOTA2,TWITTER,N/A ,1451,50,Text,
3/4/2023 6:00,General ,INSTAGRAM,Evil Exhibited ,8498,94,Video,1.106142622
3/4/2023 6:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,970,37,Video,3.81443299
3/3/2023 20:00,General ,INSTAGRAM,Community Engagement ,13020,276,Photo,2.119815668
3/3/2023 20:00,General ,TWITTER,Community Engagement ,22708,1101,Photo,4.848511538
3/3/2023 19:37,DOTA2,TWITTER,N/A ,659,39,Text,
3/3/2023 19:10,DOTA2,TWITTER,N/A ,3990,488,Text,
3/3/2023 19:04,General ,TWITTER,Community Engagement ,3205,162,Video,5.054602184
3/3/2023 19:02,General ,INSTAGRAM,Community Engagement ,7327,0,Photo,0
3/3/2023 19:01,DOTA2,TWITTER,N/A ,739,21,Text,
3/3/2023 18:55,DOTA2,TWITTER,Community Engagement ,24258,1098,Photo,
3/3/2023 18:55,General ,FBPAGE,Community Engagement ,140548,38921,Photo,27.69231864
3/3/2023 18:51,DOTA2,TWITTER,Community Engagement ,9258,690,Photo,
3/3/2023 18:51,General ,FBPAGE,Community Engagement ,49862,14293,Photo,28.66511572
3/3/2023 18:50,General ,INSTAGRAM,Community Engagement ,8413,0,Photo,0
3/3/2023 18:49,General ,TWITTER,Community Engagement ,70460,4542,Photo,6.446210616
3/3/2023 18:49,General ,FBPAGE,Community Engagement ,47413,10977,Photo,23.15187818
3/3/2023 18:45,DOTA2,TWITTER,N/A ,0,0,Video,
3/3/2023 18:35,DOTA2,TWITTER,Community Engagement ,1891,193,Video,
3/3/2023 18:35,General ,FBPAGE,Community Engagement ,23295,3543,Video,15.20927238
3/3/2023 18:22,DOTA2,TWITTER,N/A ,2861,257,Photo,
3/3/2023 18:14,DOTA2,TWITTER,Community Engagement ,1615,152,Video,
3/3/2023 18:14,General ,FBPAGE,Community Engagement ,18721,1400,Video,7.478233
3/3/2023 18:13,General ,TWITTER,Community Engagement ,24340,1244,Video,5.110928513
3/3/2023 18:12,General ,FBPAGE,Community Engagement ,21922,1695,Video,7.731958763
3/3/2023 18:08,DOTA2,TWITTER,Community Engagement ,1103,37,Text,
3/3/2023 18:08,General ,FBPAGE,Community Engagement ,33717,2593,Text,7.690482546
3/3/2023 17:52,General ,TWITTER,Community Engagement ,16021,239,Photo,1.491792023
3/3/2023 17:52,General ,FBPAGE,Community Engagement ,17399,1249,Video,7.178573481
3/3/2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 17:39,General ,INSTAGRAM,Community Engagement ,8234,0,Video,0
3/3/2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 17:38,General ,FBPAGE,Community Engagement ,27764,3441,Text,12.3937473
3/3/2023 17:38,DOTA2,TWITTER,Community Engagement ,2683,95,Photo,
3/3/2023 17:37,General ,TWITTER,Community Engagement ,22406,165,Text,0.73640989
3/3/2023 17:28,General ,INSTAGRAM,Community Engagement ,8323,0,Video,0
3/3/2023 17:25,General ,INSTAGRAM,N/A ,0,0,Photo,#DIV/0!
3/3/2023 17:24,General ,INSTAGRAM,Community Engagement ,8457,0,Video,0
3/3/2023 17:22,DOTA2,TWITTER,Community Engagement ,2679,154,Photo,
3/3/2023 17:22,General ,FBPAGE,Community Engagement ,42921,8930,Photo,20.80566622
3/3/2023 16:47,DOTA2,TWITTER,N/A ,5254,84,Text,
3/3/2023 16:47,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/3/2023 16:44,DOTA2,TWITTER,N/A ,992,9,Text,
3/3/2023 16:43,General ,TWITTER,Community Engagement ,3863,189,Video,4.892570541
3/3/2023 16:42,General ,TWITTER,N/A ,0,0,Photo,#DIV/0!
3/3/2023 16:41,General ,TWITTER,Community Engagement ,16323,384,Photo,2.35250873
3/3/2023 16:40,General ,FBPAGE,Community Engagement ,47736,15254,Photo,31.95491872
3/3/2023 16:40,General ,FBPAGE,Community Engagement ,47736,15254,Photo,31.95491872
3/3/2023 16:40,General ,FBPAGE,Community Engagement ,95471,30506,Photo,31.95315855
3/3/2023 16:40,DOTA2,TWITTER,Community Engagement ,36492,4051,Photo,
3/3/2023 16:35,General ,TWITTER,N/A ,0,0,Video,#DIV/0!
3/3/2023 16:35,General ,TWITTER,Community Engagement ,18869,436,Photo,2.310668292
3/3/2023 16:31,General ,TWITTER,Community Engagement ,23676,1451,Video,6.128569015
3/3/2023 16:31,General ,FBPAGE,Community Engagement ,39584,4199,Video,10.60782134
3/3/2023 16:29,DOTA2,TWITTER,Community Engagement ,5561,316,Photo,
3/3/2023 16:29,General ,FBPAGE,Community Engagement ,32758,5622,Photo,17.16221992
3/3/2023 16:27,DOTA2,TWITTER,Community Engagement ,3035,365,Video,
3/3/2023 16:27,General ,FBPAGE,Community Engagement ,16784,2716,Video,16.18207817
3/3/2023 16:25,General ,TWITTER,Community Engagement ,12027,395,Video,3.284277043
3/3/2023 16:22,DOTA2,TWITTER,N/A ,562,9,Text,
3/3/2023 16:12,General ,INSTAGRAM,Community Engagement ,8775,0,Video,0
3/3/2023 16:11,DOTA2,TWITTER,Community Engagement ,4918,285,Text,
3/3/2023 16:11,General ,FBPAGE,Community Engagement ,31978,4377,Text,13.68753518
3/3/2023 16:09,General ,TWITTER,Community Engagement ,300,9,Video,3
3/3/2023 16:08,DOTA2,TWITTER,N/A ,1081,65,Text,
3/3/2023 16:05,DOTA2,TWITTER,N/A ,0,0,Video,
3/3/2023 16:01,DOTA2,TWITTER,N/A ,649,28,Text,
3/3/2023 16:00,General ,TWITTER,Community Engagement ,3780,236,Video,6.243386243
3/3/2023 15:58,General ,TWITTER,Community Engagement ,12942,227,Photo,1.753979292
3/3/2023 15:51,General ,TWITTER,Community Engagement ,10818,85,Photo,0.785727491
3/3/2023 15:24,General ,FBPAGE,Community Engagement ,21833,2340,Photo,10.71772088
3/3/2023 15:24,DOTA2,TWITTER,Community Engagement ,5739,195,Photo,
3/3/2023 15:24,General ,INSTAGRAM,Community Engagement ,9173,0,Photo,0
3/3/2023 15:24,General ,FBPAGE,Community Engagement ,13240,333,Photo,2.51510574
3/3/2023 15:24,General ,TWITTER,Community Engagement ,13811,289,Photo,2.092534936
3/3/2023 13:50,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text,
3/3/2023 13:40,General ,TWITTER,Community Engagement ,1963,33,Text,1.681100357
3/3/2023 13:35,Content Creators,YOUTUBE,N/A ,2142,38,Video,
3/3/2023 13:17,Content Creators,YOUTUBE,N/A ,1713,39,Video,
3/3/2023 13:01,General ,TWITTER,Evil Exhibited ,22090,949,Video,4.296061566
3/3/2023 12:30,General ,INSTAGRAM,Evil Exhibited ,14487,225,Video,1.553116587
3/3/2023 12:30,General ,TIKTOK_BUSINESS,Evil Exhibited ,4605,189,Video,4.104234528
3/3/2023 11:58,DOTA2,TWITTER,N/A ,273,6,Text,
3/3/2023 11:58,DOTA2,TWITTER,N/A ,230,10,Text,
3/3/2023 11:10,DOTA2,TWITTER,Community Engagement ,12330,641,Photo,
3/3/2023 11:10,General ,FBPAGE,Community Engagement ,53954,15601,Photo,28.91537235
3/3/2023 11:02,General ,INSTAGRAM,Community Engagement ,10503,0,Photo,0
3/3/2023 11:01,General ,INSTAGRAM,Community Engagement ,56508,4577,Photo,8.09973809
3/3/2023 11:00,General ,TWITTER,Community Engagement ,57957,2007,Photo,3.462912159
3/3/2023 11:00,General ,FBPAGE,Community Engagement ,28042,3687,Photo,13.14813494
3/3/2023 10:47,General ,INSTAGRAM,Community Engagement ,11209,0,Photo,0
3/3/2023 10:45,DOTA2,TWITTER,N/A ,1649,70,Text,
3/3/2023 10:43,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 10:43,DOTA2,TWITTER,N/A ,0,0,Text,
3/3/2023 10:41,DOTA2,TWITTER,Community Engagement ,14379,716,Photo,
3/3/2023 10:41,General ,FBPAGE,Community Engagement ,58859,16292,Photo,27.67970914
3/3/2023 10:40,General ,FBPAGE,Community Engagement ,23504,2171,Photo,9.236725664
3/3/2023 10:40,General ,TWITTER,Community Engagement ,32524,1091,Photo,3.354445948
3/3/2023 10:39,DOTA2,TWITTER,Community Engagement ,5503,803,Video,
3/3/2023 10:39,General ,TWITTER,Community Engagement ,18874,1591,Video,8.429585673
3/3/2023 10:39,General ,FBPAGE,Community Engagement ,39749,10084,Video,25.36919168
3/3/2023 10:38,General ,FBPAGE,Community Engagement ,99038,13938,Video,14.07338597
3/3/2023 10:34,DOTA2,TWITTER,N/A ,4197,279,Photo,
3/3/2023 10:27,Valorant,YOUTUBE,Evil Exhibited ,522,35,Video,
3/3/2023 9:44,General ,TWITTER,Community Engagement ,36500,274,Text,0.750684932
3/3/2023 9:42,DOTA2,TWITTER,Community Engagement ,4452,246,Photo,
3/3/2023 9:42,General ,FBPAGE,Community Engagement ,32047,6332,Photo,19.75847973
3/3/2023 9:36,DOTA2,TWITTER,N/A ,0,0,Photo,
3/3/2023 9:29,DOTA2,TWITTER,N/A ,967,31,Text,
3/3/2023 9:28,DOTA2,TWITTER,N/A ,1793,97,Text,
3/3/2023 9:25,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/3/2023 9:25,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/3/2023 9:23,General ,FBPAGE,Community Engagement ,24127,4912,Video,20.35893397
3/3/2023 9:21,DOTA2,TWITTER,N/A ,6900,1040,Mixed,
3/3/2023 9:19,General ,TWITTER,Community Engagement ,15259,836,Video,5.478733862
3/3/2023 9:19,General ,FBPAGE,Community Engagement ,20187,2892,Video,14.32605142
3/3/2023 9:17,DOTA2,TWITTER,N/A ,2636,196,Text,
3/3/2023 9:06,General ,INSTAGRAM,Evil Exhibited ,10183,112,Video,1.099872336
3/3/2023 9:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,403,15,Video,3.722084367
3/3/2023 9:00,Valorant,YOUTUBE,Evil Exhibited ,56,5,Video,
3/3/2023 8:28,DOTA2,TWITTER,N/A ,0,0,Video,
3/3/2023 8:27,DOTA2,TWITTER,N/A ,1074,75,Text,
3/3/2023 8:23,DOTA2,TWITTER,N/A ,514,44,Video,
3/3/2023 8:18,General ,TWITTER,Community Engagement ,26373,1753,Video,6.646949532
3/3/2023 8:18,General ,FBPAGE,Community Engagement ,90982,14091,Video,15.48767888
3/3/2023 8:17,DOTA2,TWITTER,Community Engagement ,5932,251,Photo,
3/3/2023 8:17,General ,FBPAGE,Community Engagement ,32911,4127,Photo,12.53988028
3/3/2023 8:13,General ,FBPAGE,N/A ,0,0,Text,#DIV/0!
3/3/2023 8:06,DOTA2,TWITTER,Community Engagement ,3031,204,Photo,
3/3/2023 8:06,General ,FBPAGE,Community Engagement ,28110,3214,Photo,11.4336535
3/3/2023 8:01,DOTA2,TWITTER,N/A ,0,0,Photo,
3/3/2023 8:01,DOTA2,TWITTER,N/A ,342,14,Text,
3/3/2023 7:39,DOTA2,TWITTER,N/A ,0,0,Video,
3/3/2023 7:29,DOTA2,TWITTER,N/A ,270,16,Text,
3/3/2023 7:03,General ,INSTAGRAM,Community Engagement ,11688,0,Photo,0
3/3/2023 7:02,DOTA2,TWITTER,Community Engagement ,2578,126,Photo,
3/3/2023 7:02,General ,FBPAGE,Community Engagement ,16752,1345,Photo,8.028892073
3/3/2023 7:02,General ,INSTAGRAM,Community Engagement ,12706,0,Photo,0
3/3/2023 7:00,General ,TWITTER,Community Engagement ,11531,183,Photo,1.587026277
3/3/2023 7:00,General ,FBPAGE,Community Engagement ,15167,538,Photo,3.547174787
3/3/2023 6:45,General ,INSTAGRAM,Community Engagement ,34057,3559,Photo,10.45012773
3/3/2023 6:45,General ,FBPAGE,Community Engagement ,37989,4481,Photo,11.79551976
3/3/2023 6:45,General ,TWITTER,Community Engagement ,16508,345,Photo,2.089895808
3/3/2023 5:53,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/3/2023 5:53,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/3/2023 5:53,DOTA2,TWITTER,N/A ,1226,41,Photo,
3/3/2023 5:52,DOTA2,TWITTER,Community Engagement ,3007,118,Photo,
3/3/2023 5:52,General ,FBPAGE,Community Engagement ,41082,4065,Photo,9.894844457
3/2/2023 16:37,DOTA2,TWITTER,N/A ,2441,438,Video,
3/2/2023 15:56,DOTA2,TWITTER,Community Engagement ,1469,36,Photo,
3/2/2023 15:56,General ,FBPAGE,Community Engagement ,35249,5114,Photo,14.508213
3/2/2023 15:55,General ,TWITTER,Community Engagement ,54248,969,Photo,1.786240967
3/2/2023 15:30,General ,TWITTER,Community Engagement ,2003,76,Video,3.794308537
3/2/2023 15:29,General ,TWITTER,Community Engagement ,15845,536,Video,3.38277059
3/2/2023 15:05,General ,TWITTER,Community Engagement ,27080,217,Photo,0.801329394
3/2/2023 15:05,DOTA2,TWITTER,Community Engagement ,929,10,Photo,
3/2/2023 15:04,General ,FBPAGE,Community Engagement ,30271,2149,Photo,7.099203858
3/2/2023 14:00,General ,INSTAGRAM,Evergreen ,11161,169,Video,1.514201236
3/2/2023 14:00,General ,TIKTOK_BUSINESS,Evergreen ,30673,2256,Video,7.355002771
3/2/2023 14:00,General ,YOUTUBE,Evergreen ,1290,53,Video,4.108527132
3/2/2023 12:00,General,LINKEDIN_COMPANY,Community Engagement ,961,16,Photo,1.664932362
3/2/2023 12:00,General ,TWITTER,Community Engagement ,50625,621,Photo,1.226666667
3/1/2023 15:18,DOTA2,TWITTER,N/A ,17361,2060,Photo,
3/1/2023 15:12,DOTA2,TWITTER,N/A ,529,12,Text,
3/1/2023 14:58,DOTA2,TWITTER,N/A ,910,52,Text,
3/1/2023 14:56,DOTA2,TWITTER,N/A ,288,4,Text,
3/1/2023 14:55,DOTA2,TWITTER,Community Engagement ,8072,662,Photo,
3/1/2023 14:55,General ,FBPAGE,Community Engagement ,44578,11592,Photo,26.00385841
3/1/2023 14:51,DOTA2,TWITTER,N/A ,892,28,Text,
3/1/2023 14:49,DOTA2,TWITTER,Community Engagement ,9142,503,Photo,
3/1/2023 14:49,General ,FBPAGE,Community Engagement ,52933,15257,Photo,28.82322937
3/1/2023 13:41,DOTA2,TWITTER,Community Engagement ,4583,166,Photo,
3/1/2023 13:41,General ,FBPAGE,Community Engagement ,38798,6510,Photo,16.77921542
3/1/2023 13:29,DOTA2,TWITTER,Community Engagement ,5427,1023,Video,
3/1/2023 13:28,General ,FBPAGE,Community Engagement ,44457,13939,Video,31.35389253
3/1/2023 13:22,DOTA2,TWITTER,N/A ,186,4,Text,
3/1/2023 13:21,DOTA2,TWITTER,N/A ,4852,228,Photo,
3/1/2023 13:12,DOTA2,TWITTER,N/A ,405,7,Text,
3/1/2023 13:08,DOTA2,TWITTER,N/A ,5033,400,Text,
3/1/2023 12:47,DOTA2,TWITTER,N/A ,382,13,Text,
3/1/2023 12:30,DOTA2,TWITTER,N/A ,811,45,Text,
3/1/2023 12:25,General ,INSTAGRAM,N/A ,11081,0,Photo,0
3/1/2023 12:25,General ,FBPAGE,Community Engagement ,14299,630,Photo,4.405902511
3/1/2023 12:25,General ,TWITTER,Community Engagement ,21726,457,Photo,2.103470496
3/1/2023 12:24,General ,FBPAGE,N/A ,0,0,Link,#DIV/0!
3/1/2023 12:23,General ,FBPAGE,Community Engagement ,22602,2139,Photo,9.463764269
3/1/2023 12:23,DOTA2,TWITTER,Community Engagement ,4556,110,Photo,
3/1/2023 12:08,General ,INSTAGRAM,Evil Exhibited ,10215,127,Video,1.243269701
3/1/2023 12:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,480,13,Video,2.708333333
3/1/2023 12:00,Valorant,YOUTUBE,Evil Exhibited ,34,3,Video,
3/1/2023 10:19,General ,FBPAGE,Community Engagement ,47393,4353,Photo,9.184900724
3/1/2023 10:16,General ,TWITTER,Community Engagement ,29705,698,Photo,2.349772766
3/1/2023 9:06,General ,INSTAGRAM,Evergreen ,13030,148,Video,1.135840368
3/1/2023 9:00,General ,TIKTOK_BUSINESS,Evergreen ,476,13,Video,2.731092437
3/1/2023 9:00,General ,YOUTUBE,Evergreen ,310,4,Video,1.290322581
3/1/2023 9:00,General ,TWITTER,Community Engagement ,11724,20,Link,0.170590242
3/1/2023 9:00,General ,TWITTER,Community Engagement ,12082,29,Link,0.240026486
3/1/2023 9:00,General ,TWITTER,Community Engagement ,3012,11,Link,0.365205843
3/1/2023 9:00,General ,TWITTER,Community Engagement ,3111,16,Link,0.514304082
3/1/2023 9:00,General,LINKEDIN_COMPANY,Community Engagement ,2190,30,Link,1.369863014
3/1/2023 9:00,General ,TWITTER,Community Engagement ,18318,157,Text,0.857080467
3/1/2023 7:26,DOTA2,TWITTER,N/A ,1575,54,Photo,
3/1/2023 7:26,General ,FBPAGE,N/A ,0,0,Photo,#DIV/0!
3/1/2023 7:25,DOTA2,TWITTER,Community Engagement ,5282,458,Photo,
3/1/2023 7:25,General ,FBPAGE,Community Engagement ,69832,41102,Photo,58.85840302
2/28/2023 21:07,General ,INSTAGRAM,N/A ,0,0,Text,#DIV/0!
2/28/2023 18:07,CSGO,TWITTER,Community Engagement ,2432,84,Text,
2/28/2023 17:06,CSGO,TWITTER,Community Engagement ,3921,99,Photo,
2/28/2023 16:35,DOTA2,TWITTER,N/A ,1291,67,Text,
2/28/2023 15:44,DOTA2,TWITTER,N/A ,691,14,Text,
2/28/2023 15:31,General ,TWITTER,Community Engagement ,2014,76,Text,3.773584906
2/28/2023 15:29,DOTA2,TWITTER,Community Engagement ,8105,540,Photo,
2/28/2023 15:29,General ,FBPAGE,Community Engagement ,42837,15272,Photo,35.65142284
2/28/2023 15:28,General ,TWITTER,Community Engagement ,30645,856,Photo,2.793277859
2/28/2023 15:28,General ,FBPAGE,Community Engagement ,18890,2477,Photo,13.11275807
2/28/2023 15:25,DOTA2,TWITTER,Community Engagement ,3027,296,Video,
2/28/2023 15:24,General ,FBPAGE,Community Engagement ,16448,2587,Video,15.72835603
2/28/2023 14:58,DOTA2,TWITTER,Community Engagement ,1299,31,Text,
2/28/2023 14:58,General ,FBPAGE,Community Engagement ,27657,3696,Text,13.36370539
2/28/2023 14:54,DOTA2,TWITTER,N/A ,2797,124,Photo,
2/28/2023 13:55,DOTA2,TWITTER,N/A ,538,29,Text,
2/28/2023 13:52,General ,TWITTER,Community Engagement ,21423,238,Photo,1.110955515
2/28/2023 13:52,General ,FBPAGE,Community Engagement ,16251,1785,Photo,10.98393945
2/28/2023 13:51,DOTA2,TWITTER,Community Engagement ,4127,160,Photo,
2/28/2023 13:51,General ,FBPAGE,Community Engagement ,36289,6919,Photo,19.06638375
2/28/2023 13:46,DOTA2,TWITTER,N/A ,1508,34,Text,
2/28/2023 13:42,General ,TWITTER,Community Engagement ,15974,106,Photo,0.663578315
2/28/2023 13:39,General ,TWITTER,Community Engagement ,29101,220,Text,0.755987767
2/28/2023 13:27,DOTA2,TWITTER,Community Engagement ,4169,626,Video,
2/28/2023 13:27,General ,FBPAGE,Community Engagement ,28362,5536,Video,19.51907482
2/28/2023 13:06,General ,INSTAGRAM,Evergreen ,31284,1633,Video,5.219920726
2/28/2023 13:00,General ,TIKTOK_BUSINESS,Evergreen ,659,43,Video,6.525037936
2/28/2023 13:00,General ,YOUTUBE,Evergreen ,379,19,Video,5.013192612
2/28/2023 12:44,DOTA2,TWITTER,N/A ,78,7,Text,
2/28/2023 12:38,DOTA2,TWITTER,N/A ,168,10,Link,
2/28/2023 12:34,DOTA2,TWITTER,Community Engagement ,6250,722,Video,
2/28/2023 12:34,General ,FBPAGE,Community Engagement ,15005,2215,Video,14.76174608
2/28/2023 12:33,General ,TWITTER,Community Engagement ,3080,71,Text,2.305194805
2/28/2023 12:26,General ,INSTAGRAM,Community Engagement ,7665,0,Video,0
2/28/2023 12:19,General ,TWITTER,Community Engagement ,26308,411,Text,1.56226243
2/28/2023 12:17,DOTA2,TWITTER,Community Engagement ,38148,2452,Video,
2/28/2023 12:16,General ,FBPAGE,Community Engagement ,39221,12415,Video,31.65396089
2/28/2023 12:15,General ,INSTAGRAM,Community Engagement ,8286,0,Video,0
2/28/2023 12:13,General ,INSTAGRAM,Community Engagement ,9175,0,Photo,0
2/28/2023 12:00,General ,FBPAGE,Community Engagement ,42979,9569,Video,22.26436166
2/28/2023 11:54,General ,TWITTER,Community Engagement ,60585,4255,Video,7.023190559
2/28/2023 11:53,DOTA2,TWITTER,N/A ,10300,480,Text,
2/28/2023 11:46,DOTA2,TWITTER,N/A ,396,16,Text,
2/28/2023 11:45,General ,TWITTER,Community Engagement ,17839,187,Photo,1.048265037
2/28/2023 11:45,General ,FBPAGE,Community Engagement ,12131,618,Photo,5.094386283
2/28/2023 11:45,General ,FBPAGE,N/A ,0,0,Link,#DIV/0!
2/28/2023 11:45,General ,FBPAGE,Community Engagement ,35374,5236,Photo,14.80183185
